Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
IDBI.NS,44.70000076293945,2021-09-29,,,,,,,20210929,44.70000076293945,1,,,,
IDBI.NS,44.70000076293945,2021-09-29,,,,,,,20210929,44.70000076293945,1,,,,
ASTRAL.NS,2143.35009765625,2021-09-30,,,,,,,20210930,2143.35009765625,1,,,,
IDBI.NS,44.95000076293945,2021-09-30,,,,,,,20210930,44.95000076293945,1,,,,
ADANIGREEN.NS,1138.6500244140625,2021-09-30,,,,,,,20210930,1138.6500244140625,1,,,,
SWSOLAR.NS,414.3500061035156,2021-09-30,,,,,,,20210930,414.3500061035156,1,,,,
ASTRAL.NS,2143.35009765625,2021-09-30,,,,,,,20210930,2143.35009765625,1,,,,
IDBI.NS,44.95000076293945,2021-09-30,,,,,,,20210930,44.95000076293945,1,,,,
ADANIGREEN.NS,1138.6500244140625,2021-09-30,,,,,,,20210930,1138.6500244140625,1,,,,
SWSOLAR.NS,414.3500061035156,2021-09-30,,,,,,,20210930,414.3500061035156,1,,,,
